point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,鄞县方言同音字汇
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,多,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,拖,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,他,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,驼,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,驮,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,陀,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,鸵,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,沱,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,舵,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,大,a/əu,文读/白读,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,T,驮,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,N,挪,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,N,哪,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,N,那,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,L,罗,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,L,锣,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,L,箩,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,L,萝,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,L,逻,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,TS,左,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,TS,佐,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,TS,搓,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,TS,娑,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,歌,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,哥,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,柯,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,个,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,轲,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,可,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,蛾,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,鹅,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,俄,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,娥,,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,我,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,K,饿,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,Ø,荷,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,Ø,河,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,Ø,何,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,Ø,荷,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,Ø,贺,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,Ø,阿,əu,～胶,
YX02, 鄞县中区,太湖片-甬江小片,,,歌,Ø,屙,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,茄,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,波,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,菠,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,跛,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,簸,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,簸,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,播,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,颇,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,坡,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,玻,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,破,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,婆,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,P,薄,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,M,魔,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,M,磨,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,M,摩,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,M,馍,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,M,蘑,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,M,磨,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,朵,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,躲,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,剁,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,妥,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,椭,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,唾,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,砣,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,惰,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,垛,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,T,堕,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,N,挼,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,N,糯,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,N,懦,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,L,骡,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,L,螺,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,L,脶,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,L,啰,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,L,裸,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,L,瘰,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,L,摞,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,锉,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,莝,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,矬,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,坐,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,座,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,蓑,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,梭,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,唆,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,莎,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,锁,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,琐,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,TS,唢,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,过,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,锅,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,戈,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,果,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,裹,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,餜,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,过,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,科,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,窠,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,棵,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,髁,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,蝌,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,颗,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,课,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,讹,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,K,卧,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,火,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,伙,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,货,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,和,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,禾,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,祸,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,夥,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,和,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,倭,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,踒,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,窝,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,涡,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,莴,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,涴,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,瘸,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,靴,,,
YX02, 鄞县中区,太湖片-甬江小片,,,戈,Ø,�,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,巴,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,芭,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,疤,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,笆,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,吧,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,把,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,靶,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,霸,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,欛,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,壩,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,坝,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,爸,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,怕,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,帕,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,爬,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,琶,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,杷,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,钯,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,P,耙,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,M,麻,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,M,痲,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,M,蟆,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,M,妈,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,M,马,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,M,码,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,M,玛,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,M,蚂,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,M,骂,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,N,拿,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS,茶,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS,搽,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS,䖳,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,楂,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,渣,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,诈,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,榨,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,炸,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,叉,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,杈,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,差,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,岔,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,差,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,茬,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,查,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,乍,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,沙,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,纱,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,痧,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,砂,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,鲨,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,裟,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,洒,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,TS*,厦,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,家,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,傢,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,加,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,痂,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,嘉,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,枷,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,袈,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,假,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,贾,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,假,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,架,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,驾,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,嫁,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,稼,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,价,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,揢,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,牙,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,芽,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,衙,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,伢,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,蚜,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,雅,ia,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,K,砑,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,虾,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,�,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,嚇,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,霞,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,瑕,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,遐,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,蝦,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,下,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,夏,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,厦,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,下,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,夏,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,暇,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,鸦,,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,丫,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,桠,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,哑,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,麻,Ø,亚,ia/o,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,补,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,谱,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,哺,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,布,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,佈,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,铺,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,潽,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,普,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,浦,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,铺,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,怖,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,蒲,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,菩,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,脯,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,葡,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,莆,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,部,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,簿,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,篰,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,步,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,捕,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,P,埠,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,M,模,u/əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,M,模,u/əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,M,摹,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,M,姥,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,M,暮,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,M,慕,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,M,墓,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,M,募,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,M,睦,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,都,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,都,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,赌,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,堵,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,肚,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,睹,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,妒,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,土,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,吐,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,吐,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,兔,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,徒,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,屠,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,途,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,涂,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,图,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,杜,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,肚,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,度,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,渡,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,T,镀,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,N,奴,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,N,努,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,N,怒,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,卢,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,炉,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,芦,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,鸬,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,颅,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,鲈,,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,鲁,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,橹,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,虏,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,卤,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,路,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,赂,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,露,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,L,鹭,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,租,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,祖,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,组,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,做,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,粗,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,醋,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,措,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,错,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,苏,u,,
YX02, 鄞县中区,太湖片-甬江小片,,,模,TS,酥,u,,
